                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.49843,                0.34723,                0.88427,                0.84002,                0.84661,                0.88467,                0.67069,                0.94681,                0.69979,                 1.0227,             0.00052786,             0.00052786,             0.00052786
                    160,                0.49361,                0.35137,                0.88529,                0.83506,                0.82129,                0.87018,                0.65301,                0.94207,                0.71011,                 1.0238,             0.00052724,             0.00052724,             0.00052724
                    161,                0.49661,                 0.3483,                 0.8867,                0.83955,                 0.8345,                0.86982,                0.66396,                 0.9365,                0.68983,                  1.022,             0.00052662,             0.00052662,             0.00052662
                    162,                0.49116,                0.34785,                0.88006,                0.85933,                 0.8184,                0.86441,                0.65538,                0.92701,                0.69705,                 1.0073,               0.000526,               0.000526,               0.000526
                    163,                 0.4884,                0.34345,                0.88071,                0.84282,                0.82656,                0.85303,                0.64059,                0.94791,                 0.7323,                 1.0226,             0.00052538,             0.00052538,             0.00052538
                    164,                0.48724,                0.34492,                0.88105,                0.87624,                0.82733,                 0.8736,                 0.6619,                0.93858,                0.70507,                 1.0104,             0.00052476,             0.00052476,             0.00052476
                    165,                0.48336,                  0.338,                0.87651,                0.86151,                0.83582,                0.87048,                0.66161,                0.95346,                0.71187,                 1.0237,             0.00052414,             0.00052414,             0.00052414
                    166,                0.48574,                0.34232,                0.87591,                 0.8382,                0.86086,                0.87941,                0.66651,                0.94311,                0.70548,                 1.0192,             0.00052352,             0.00052352,             0.00052352
                    167,                0.48444,                0.33768,                0.88118,                0.84424,                0.84083,                0.87194,                 0.6645,                0.93891,                0.69522,                  1.014,             0.00052291,             0.00052291,             0.00052291
                    168,                0.48674,                0.34314,                0.88194,                0.82815,                0.84038,                0.86799,                0.66392,                0.93495,                 0.6826,                 1.0247,             0.00052229,             0.00052229,             0.00052229
                    169,                0.47705,                0.34116,                 0.8799,                0.81898,                0.84444,                0.87135,                0.66346,                0.95126,                0.70045,                 1.0351,             0.00052167,             0.00052167,             0.00052167
                    170,                0.48239,                 0.3406,                0.88075,                0.84442,                0.81498,                0.86686,                0.65032,                0.95661,                0.70204,                 1.0481,             0.00052105,             0.00052105,             0.00052105
                    171,                0.48513,                0.33849,                0.88203,                0.82584,                0.85068,                 0.8766,                0.66938,                0.94034,                0.69269,                 1.0238,             0.00052043,             0.00052043,             0.00052043
                    172,                0.49127,                 0.3374,                0.87744,                0.86165,                0.82769,                0.87339,                0.66077,                0.94352,                0.71564,                 1.0263,             0.00051981,             0.00051981,             0.00051981
                    173,                  0.485,                0.34262,                0.87985,                0.85373,                0.83951,                0.86775,                0.66336,                0.95087,                 0.7283,                 1.0388,             0.00051919,             0.00051919,             0.00051919
                    174,                0.48679,                0.34501,                0.88226,                0.86186,                0.84185,                0.87081,                0.66042,                0.93598,                0.70174,                 1.0274,             0.00051858,             0.00051858,             0.00051858
                    175,                0.48839,                0.34331,                0.88142,                0.86804,                 0.8346,                0.88039,                0.67211,                0.93955,                0.69439,                 1.0215,             0.00051796,             0.00051796,             0.00051796
                    176,                 0.4773,                  0.339,                0.87833,                0.82859,                0.84598,                0.87047,                 0.6735,                0.94132,                0.69714,                 1.0177,             0.00051734,             0.00051734,             0.00051734
                    177,                0.48918,                  0.342,                0.88033,                0.83277,                0.85327,                0.87241,                0.67117,                0.94552,                0.68637,                 1.0185,             0.00051672,             0.00051672,             0.00051672
                    178,                0.48543,                0.34104,                0.88152,                0.87655,                 0.8146,                0.87252,                0.67035,                0.93501,                0.68886,                 1.0176,              0.0005161,              0.0005161,              0.0005161
                    179,                0.48384,                0.33927,                 0.8771,                0.87793,                  0.817,                 0.8785,                0.67024,                0.94577,                0.70667,                 1.0263,             0.00051548,             0.00051548,             0.00051548
                    180,                0.47563,                0.33458,                0.87544,                0.84158,                0.84909,                 0.8731,                0.67287,                0.93649,                 0.6857,                 1.0129,             0.00051486,             0.00051486,             0.00051486
                    181,                0.47883,                0.33385,                0.87769,                 0.8401,                0.85223,                0.87698,                0.66792,                0.94925,                0.70334,                 1.0295,             0.00051424,             0.00051424,             0.00051424
                    182,                0.47914,                0.33647,                0.87975,                0.85275,                0.81925,                0.86514,                0.66316,                0.94759,                 0.6995,                 1.0309,             0.00051363,             0.00051363,             0.00051363
                    183,                0.46594,                0.32872,                0.87433,                0.83005,                0.84418,                0.86651,                0.66304,                0.95047,                0.70054,                 1.0318,             0.00051301,             0.00051301,             0.00051301
                    184,                0.47792,                0.33128,                0.87795,                 0.8263,                0.85026,                0.87339,                0.66365,                 0.9597,                 0.7096,                 1.0361,             0.00051239,             0.00051239,             0.00051239
                    185,                0.48289,                0.33757,                0.88013,                0.84114,                0.85137,                0.88331,                0.67318,                 0.9255,                0.68789,                 1.0077,             0.00051177,             0.00051177,             0.00051177
                    186,                0.48677,                0.33654,                0.87839,                0.83765,                0.82188,                0.84932,                0.65121,                0.92936,                0.72475,                 1.0153,             0.00051115,             0.00051115,             0.00051115
                    187,                0.48777,                0.33812,                0.88301,                0.86521,                0.80024,                0.86337,                0.65506,                0.93776,                0.71959,                 1.0171,             0.00051053,             0.00051053,             0.00051053
                    188,                0.47117,                0.33836,                0.87752,                0.86555,                 0.8143,                0.87401,                0.66614,                0.94552,                0.69557,                 1.0216,             0.00050991,             0.00050991,             0.00050991
                    189,                0.47276,                 0.3315,                0.87759,                0.83684,                0.83425,                0.87507,                 0.6609,                0.94495,                0.71986,                 1.0169,             0.00050929,             0.00050929,             0.00050929
                    190,                0.47279,                0.32835,                0.87517,                 0.8672,                0.83777,                0.87911,                0.67157,                0.94587,                0.69057,                  1.032,             0.00050867,             0.00050867,             0.00050867
                    191,                0.46901,                 0.3253,                0.87592,                0.86648,                0.82928,                0.87558,                0.66992,                0.95101,                0.69708,                 1.0328,             0.00050806,             0.00050806,             0.00050806
                    192,                0.47572,                0.33224,                0.87571,                0.86991,                0.79283,                0.87057,                0.67015,                0.94172,                0.68993,                 1.0178,             0.00050744,             0.00050744,             0.00050744
                    193,                0.47034,                0.32616,                0.87446,                0.83296,                0.85553,                0.87528,                0.67203,                 0.9287,                0.67158,                 1.0147,             0.00050682,             0.00050682,             0.00050682
                    194,                0.47579,                0.32942,                0.87617,                 0.8575,                0.84527,                0.87676,                 0.6684,                0.94226,                0.69321,                 1.0337,              0.0005062,              0.0005062,              0.0005062
